"Ad name",Age,Gender,"Ad delivery","Attribution setting",Results,"Result indicator",Reach,Frequency,"Cost per results","Ad set budget","Ad set budget type","Amount spent (EGP)",Ends,"Quality ranking","Engagement rate ranking","Conversion rate ranking",Impressions,"CPM (cost per 1,000 impressions) (EGP)","Link clicks",shop_clicks,"CPC (cost per link click) (EGP)","CTR (link click-through rate)","Clicks (all)","CTR (all)","CPC (all) (EGP)","Landing page views","Cost per landing page view (EGP)","Messaging conversations started","Ad ID","Ad set name","Campaign ID","Campaign name","Ad set ID","Reporting starts","Reporting ends",Bid,"Bid type",Objective,"Cost per messaging conversation started (EGP)"
"Post: ‎""‎خصومات هتخليك تحضر كل الكورسات الهندسية بأسعار...‎""‎",35-44,female,not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,0,0,5.06,"Using campaign budget",0,5.06,2024-11-16,-,-,-,70,72.285714,1,,5.06,1.428571,3,4.285714,1.686667,,,1,120213158197770517,"Post: ‎""‎خصومات هتخليك تحضر كل الكورسات الهندسية بأسعار...‎""‎",120213158197760517,"‎Post: ‎""‎خصومات هتخليك تحضر كل الكورسات الهندسية بأسعار...‎""‎‎ - Copy",120213158197750517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,5.06
"Post: ‎""‎خصومات هتخليك تحضر كل الكورسات الهندسية بأسعار...‎""‎",35-44,male,not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,0,0,14.63,"Using campaign budget",0,14.63,2024-11-16,-,-,-,342,42.777778,1,,14.63,0.292398,11,3.216374,1.33,,,1,120213158197770517,"Post: ‎""‎خصومات هتخليك تحضر كل الكورسات الهندسية بأسعار...‎""‎",120213158197760517,"‎Post: ‎""‎خصومات هتخليك تحضر كل الكورسات الهندسية بأسعار...‎""‎‎ - Copy",120213158197750517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,14.63
"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎",18-24,female,not_delivering,"7-day click or 1-day view",2,actions:onsite_conversion.messaging_conversation_started_7d,0,0,25.285,"Using campaign budget",0,50.57,2024-12-20,-,-,-,1268,39.881703,2,,25.285,0.157729,25,1.971609,2.0228,,,2,120214093363330517,"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎2",120214093363320517,"‎Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎‎ - Copy",120214093363340517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,25.285
"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎",18-24,male,not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,0,0,35.12,"Using campaign budget",0,35.12,2024-12-20,-,-,-,1060,33.132075,4,,8.78,0.377358,14,1.320755,2.508571,,,1,120214093363330517,"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎2",120214093363320517,"‎Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎‎ - Copy",120214093363340517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,35.12
"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎",18-24,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,1.26,2024-12-20,-,-,-,43,29.302326,,,,,0,0,0,,,,120214093363330517,"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎2",120214093363320517,"‎Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎‎ - Copy",120214093363340517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎",25-34,female,not_delivering,"7-day click or 1-day view",2,actions:onsite_conversion.messaging_conversation_started_7d,0,0,21.395,"Using campaign budget",0,42.79,2024-12-20,-,-,-,764,56.007853,5,,8.558,0.65445,30,3.926702,1.426333,,,2,120214093363330517,"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎2",120214093363320517,"‎Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎‎ - Copy",120214093363340517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,21.395
"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎",25-34,male,not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,0,0,45.63,"Using campaign budget",0,45.63,2024-12-20,-,-,-,1002,45.538922,3,,15.21,0.299401,24,2.39521,1.90125,,,1,120214093363330517,"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎2",120214093363320517,"‎Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎‎ - Copy",120214093363340517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,45.63
"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎",25-34,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.54,2024-12-20,-,-,-,9,60,,,,,0,0,0,,,,120214093363330517,"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎2",120214093363320517,"‎Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎‎ - Copy",120214093363340517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎",35-44,female,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,7.95,2024-12-20,-,-,-,127,62.598425,,,,,6,4.724409,1.325,,,,120214093363330517,"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎2",120214093363320517,"‎Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎‎ - Copy",120214093363340517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎",35-44,male,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,8.99,2024-12-20,-,-,-,184,48.858696,,,,,4,2.173913,2.2475,,,,120214093363330517,"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎2",120214093363320517,"‎Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎‎ - Copy",120214093363340517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎",35-44,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.25,2024-12-20,-,-,-,2,125,,,,,0,0,0,,,,120214093363330517,"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎2",120214093363320517,"‎Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎‎ - Copy",120214093363340517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎",45-54,female,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,6.89,2024-12-20,-,-,-,45,153.111111,1,,6.89,2.222222,2,4.444444,3.445,,,,120214093363330517,"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎2",120214093363320517,"‎Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎‎ - Copy",120214093363340517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎",45-54,male,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,2.07,2024-12-20,-,-,-,69,30,,,,,1,1.449275,2.07,,,,120214093363330517,"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎2",120214093363320517,"‎Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎‎ - Copy",120214093363340517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎",45-54,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.39,2024-12-20,-,-,-,2,195,,,,,0,0,0,,,,120214093363330517,"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎2",120214093363320517,"‎Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎‎ - Copy",120214093363340517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎",55-64,female,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.11,2024-12-20,-,-,-,2,55,,,,,0,0,0,,,,120214093363330517,"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎2",120214093363320517,"‎Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎‎ - Copy",120214093363340517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎",55-64,male,not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,0,0,3.13,"Using campaign budget",0,3.13,2024-12-20,-,-,-,54,57.962963,2,,1.565,3.703704,4,7.407407,0.7825,,,1,120214093363330517,"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎2",120214093363320517,"‎Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎‎ - Copy",120214093363340517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,3.13
"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎",65+,female,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.63,2024-12-20,-,-,-,5,126,,,,,0,0,0,,,,120214093363330517,"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎2",120214093363320517,"‎Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎‎ - Copy",120214093363340517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎",65+,male,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.78,2024-12-20,-,-,-,16,48.75,,,,,1,6.25,0.78,,,,120214093363330517,"Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎2",120214093363320517,"‎Post: ‎""‎🎉 **خصم خاص على دبلومة الماكس المعماري لجميع...‎""‎‎ - Copy",120214093363340517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Engagement,
"منشور Instagram: ‏**💥 خصم كبير للمجموعات! يلا جمع...",18-24,female,not_delivering,"7-day click or 1-day view",4,actions:onsite_conversion.messaging_conversation_started_7d,0,0,13.23,"Using campaign budget",0,52.92,2025-01-13,-,-,-,730,72.493151,4,,13.23,0.547945,6,0.821918,8.82,,,4,120214686263870517,"Instagram Post",120214686263640517,"منشور Instagram: ‏**💥 خصم كبير للمجموعات! يلا جمع...",120214686263700517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,13.23
"منشور Instagram: ‏**💥 خصم كبير للمجموعات! يلا جمع...",18-24,male,not_delivering,"7-day click or 1-day view",4,actions:onsite_conversion.messaging_conversation_started_7d,0,0,33.5875,"Using campaign budget",0,134.35,2025-01-13,-,-,-,2665,50.412758,5,,26.87,0.187617,12,0.450281,11.195833,,,4,120214686263870517,"Instagram Post",120214686263640517,"منشور Instagram: ‏**💥 خصم كبير للمجموعات! يلا جمع...",120214686263700517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,33.5875
"منشور Instagram: ‏**💥 خصم كبير للمجموعات! يلا جمع...",18-24,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.13,2025-01-13,-,-,-,8,16.25,,,,,0,0,0,,,,120214686263870517,"Instagram Post",120214686263640517,"منشور Instagram: ‏**💥 خصم كبير للمجموعات! يلا جمع...",120214686263700517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"منشور Instagram: ‏**💥 خصم كبير للمجموعات! يلا جمع...",25-34,female,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,17.35,2025-01-13,-,-,-,197,88.071066,,,,,0,0,0,,,,120214686263870517,"Instagram Post",120214686263640517,"منشور Instagram: ‏**💥 خصم كبير للمجموعات! يلا جمع...",120214686263700517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"منشور Instagram: ‏**💥 خصم كبير للمجموعات! يلا جمع...",25-34,male,not_delivering,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,0,0,67.79,"Using campaign budget",0,67.79,2025-01-13,-,-,-,900,75.322222,3,,22.596667,0.333333,4,0.444444,16.9475,,,1,120214686263870517,"Instagram Post",120214686263640517,"منشور Instagram: ‏**💥 خصم كبير للمجموعات! يلا جمع...",120214686263700517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,67.79
"منشور Instagram: ‏**💥 خصم كبير للمجموعات! يلا جمع...",25-34,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.67,2025-01-13,-,-,-,2,335,,,,,0,0,0,,,,120214686263870517,"Instagram Post",120214686263640517,"منشور Instagram: ‏**💥 خصم كبير للمجموعات! يلا جمع...",120214686263700517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"منشور Instagram: ‏**💥 خصم كبير للمجموعات! يلا جمع...",35-44,female,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,1.89,2025-01-13,-,-,-,20,94.5,,,,,0,0,0,,,,120214686263870517,"Instagram Post",120214686263640517,"منشور Instagram: ‏**💥 خصم كبير للمجموعات! يلا جمع...",120214686263700517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"منشور Instagram: ‏**💥 خصم كبير للمجموعات! يلا جمع...",35-44,male,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,5.14,2025-01-13,-,-,-,60,85.666667,,,,,0,0,0,,,,120214686263870517,"Instagram Post",120214686263640517,"منشور Instagram: ‏**💥 خصم كبير للمجموعات! يلا جمع...",120214686263700517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"منشور Instagram: ‏**💥 خصم كبير للمجموعات! يلا جمع...",35-44,unknown,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.07,2025-01-13,-,-,-,1,70,,,,,0,0,0,,,,120214686263870517,"Instagram Post",120214686263640517,"منشور Instagram: ‏**💥 خصم كبير للمجموعات! يلا جمع...",120214686263700517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"منشور Instagram: ‏**💥 خصم كبير للمجموعات! يلا جمع...",45-54,female,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.79,2025-01-13,-,-,-,8,98.75,,,,,0,0,0,,,,120214686263870517,"Instagram Post",120214686263640517,"منشور Instagram: ‏**💥 خصم كبير للمجموعات! يلا جمع...",120214686263700517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
"منشور Instagram: ‏**💥 خصم كبير للمجموعات! يلا جمع...",45-54,male,not_delivering,"7-day click or 1-day view",,,0,0,,"Using campaign budget",0,0.82,2025-01-13,-,-,-,12,68.333333,,,,,0,0,0,,,,120214686263870517,"Instagram Post",120214686263640517,"منشور Instagram: ‏**💥 خصم كبير للمجموعات! يلا جمع...",120214686263700517,2023-04-08,2026-05-07,0,ABSOLUTE_OCPM,Messages,
